starttime	seconds	ctime	dtime	ttime	wait
Sat May 13 15:50:36 2017	1494715836	0	109	109	108
Sat May 13 15:50:43 2017	1494715843	0	109	109	109
Sat May 13 15:50:46 2017	1494715846	0	109	109	109
Sat May 13 15:50:22 2017	1494715822	0	109	109	109
Sat May 13 15:50:16 2017	1494715816	0	109	109	109
Sat May 13 15:50:16 2017	1494715816	0	109	110	109
Sat May 13 15:50:37 2017	1494715837	0	110	110	109
Sat May 13 15:50:35 2017	1494715835	0	110	110	110
Sat May 13 15:50:21 2017	1494715821	0	111	111	111
Sat May 13 15:50:31 2017	1494715831	0	111	111	111
Sat May 13 15:50:16 2017	1494715816	0	111	111	111
Sat May 13 15:50:46 2017	1494715846	0	111	111	111
Sat May 13 15:50:46 2017	1494715846	0	112	112	112
Sat May 13 15:50:26 2017	1494715826	0	112	112	112
Sat May 13 15:50:21 2017	1494715821	0	112	112	112
Sat May 13 15:50:41 2017	1494715841	0	113	113	113
Sat May 13 15:50:47 2017	1494715847	0	113	113	113
Sat May 13 15:50:26 2017	1494715826	0	113	113	113
Sat May 13 15:50:28 2017	1494715828	0	113	113	113
Sat May 13 15:50:42 2017	1494715842	0	114	114	114
Sat May 13 15:50:32 2017	1494715832	0	115	115	115
Sat May 13 15:50:26 2017	1494715826	0	115	115	115
Sat May 13 15:50:42 2017	1494715842	0	116	116	116
Sat May 13 15:50:41 2017	1494715841	0	116	116	116
Sat May 13 15:50:41 2017	1494715841	0	116	116	116
Sat May 13 15:50:24 2017	1494715824	0	117	117	117
Sat May 13 15:50:15 2017	1494715815	0	117	117	117
Sat May 13 15:50:31 2017	1494715831	0	118	118	118
Sat May 13 15:50:42 2017	1494715842	0	118	118	118
Sat May 13 15:50:20 2017	1494715820	0	118	118	118
Sat May 13 15:50:15 2017	1494715815	0	119	119	118
Sat May 13 15:50:26 2017	1494715826	0	119	119	119
Sat May 13 15:50:42 2017	1494715842	0	119	119	119
Sat May 13 15:50:31 2017	1494715831	0	121	121	121
Sat May 13 15:50:19 2017	1494715819	0	122	122	122
Sat May 13 15:50:47 2017	1494715847	0	123	123	123
Sat May 13 15:50:37 2017	1494715837	0	124	124	124
Sat May 13 15:50:32 2017	1494715832	0	125	125	124
Sat May 13 15:50:31 2017	1494715831	0	126	126	126
Sat May 13 15:50:37 2017	1494715837	0	127	127	127
